candidate_id,candidate_name,gender,age,dob,political_party,election_symbol,is_independent,province_name,district_name,constituency_no,votes_received,vote_share_pct,victory_margin,victory_margin_pct,runner_up_name,runner_up_party,qualification,qualification_normalized,citizenship_district,address,institution
339690,राजु नाथ पाण्डे,पुरुष,55,2027-05-26,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,काठमाडौं,3,18757,44.75,7586,18.1,कुलमान घिसिङ्,उज्यालो नेपाल पार्टी,स्नातकोत्तर,Masters,नुवाकोट,काठमाडौं काठमाडौँ महानगरपालिका सामाखुशी,त्रिभुवन विश्वविद्यालय
340660,पुकार बम,पुरुष,38,2044-03-10,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,काठमाडौं,4,29142,59.85,20318,41.73,सचिन तिमल्सेना,नेपाली काँग्रेस,,Unknown,कैलाली,काठमाडौं काठमाडौँ महानगरपालिका थापाथली,
340670,सस्मित पोखरेल,पुरुष,29,2052-12-01,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,काठमाडौं,5,30737,61.23,21578,42.98,प्रदीप पौडेल,नेपाली काँग्रेस,स्नातक,Bachelor,काठमाडौं,काठमाडौं काठमाडौँ महानगरपालिका ,Kathmandu University
342290,शिशिर  खनाल ,पुरुष,47,2035-09-16,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,काठमाडौं,6,27916,64.39,21249,49.01,कृष्‍ण वानियाँ क्षेत्री,नेपाली काँग्रेस,स्नातकोत्तर,Masters,काठमाडौं,काठमाडौं टोखा नगरपालिका ,"University of Wishconsin, USA"
340951,गणेश पराजुली,पुरुष,46,2036-04-13,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,काठमाडौं,7,27805,65.12,23823,55.8,प्रमोद हरि गुरागाई,नेपाली काँग्रेस,स्नातक,Bachelor,खोटाङ,काठमाडौं नागार्जुन नगरपालिका देवनगर,
340972,विराज भक्त श्रेष्ठ,पुरुष,44,2038-01-26,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,काठमाडौं,8,24592,67.54,21375,58.7,सुमन सायमी,नेपाली कम्युनिष्ट पार्टी,Bachelor,Bachelor,काठमाडौं,काठमाडौं काठमाडौँ महानगरपालिका इन्‍द्रचोक,SANN International College
340686,डोल प्रसाद अर्याल,पुरुष,51,2031-05-06,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,काठमाडौं,9,35093,69.26,29633,58.48,नानु मैया बास्तोला,नेपाली काँग्रेस,,Unknown,धादिङ,काठमाडौं काठमाडौँ महानगरपालिका बिनायक बस्ती,
339461,रुकेश रन्जित,पुरुष,46,2036-04-04,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,भक्तपुर,1,33436,44.6,5289,7.06,प्रेम सुवाल,नेपाल मजदुर किसान पार्टी,एम.बि.ए,एम.बि.ए,भक्तपुर,भक्तपुर भक्तपुर नगरपालिका नासमना,विनायका मिसन युनिभर्सिटि
340060,राजीव खत्री,पुरुष,39,2043-01-08,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,भक्तपुर,2,42334,60.67,31338,44.91,महेश बस्नेत,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),,Unknown,काठमाडौं,काठमाडौं काठमाडौँ महानगरपालिका कालोपुल ज्ञानेश्‍वर,
341868,बुद्ध रत्न महर्जन,पुरुष,47,2035-02-03,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,ललितपुर,1,23373,47.13,9853,19.87,उदय शंशेर ज.ब.राणा,नेपाली काँग्रेस,वि.ए.,वि.ए.,ललितपुर,ललितपुर महालक्ष्मी नगरपालिका सिद्धिरोड,रत्न राज्य क्याम्पस
340217,जगदिश खरेल,पुरुष,43,2039-04-22,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,ललितपुर,2,39491,64.41,32071,52.31,प्रेम कृष्ण महर्जन,नेपाली काँग्रेस,masters,masters,दोलखा,ललितपुर महालक्ष्मी नगरपालिका ,
341547,तोसीमा कार्की,महिला,36,2046-02-07,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,ललितपुर,3,43096,64.31,34051,50.81,जितेन्द्र कुमार श्रेष्ठ,नेपाली काँग्रेस,एम बि बि एस,एम बि बि एस,नवलपरासी (बर्दघाट सुस्ता पूर्व),ललितपुर ललितपुर महानगरपालिका आदिनाथमार्ग सरस्वती चोक,काठमाडौं विश्वविद्यालय
341324,मधु कुमार चौलागाई,पुरुष,56,2026-11-06,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,काभ्रेपलाञ्चोक,1,29618,34.39,10452,12.14,गुणराज मुक्तान,नेपाली काँग्रेस,स्नातक,Bachelor,काभ्रेपलाञ्चोक,काभ्रेपलाञ्चोक चौंरीदेउराली गाउँपालिका ,
339525,बदन कुमार भण्डारी,पुरुष,33,2049-05-06,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,काभ्रेपलाञ्चोक,2,53344,53.57,35476,35.63,मधु प्रसाद आचार्य,नेपाली काँग्रेस,+2,Plus 2 / Higher Secondary,काभ्रेपलाञ्चोक,काभ्रेपलाञ्चोक भुम्लु गाउँपालिका ,HSEB
341908,भरत प्रसाद पराजुली,पुरुष,57,2025-03-19,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,सिन्धुपाल्चोक,1,24412,35.33,7085,10.26,माधव सापकोटा,नेपाली कम्युनिष्ट पार्टी,,Unknown,सिन्धुपाल्चोक,सिन्धुपाल्चोक बलेफी गाउँपालिका कुनेचौर,
340921,युवराज दुलाल,पुरुष,43,2039-11-07,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,False,बागमती प्रदेश,सिन्धुपाल्चोक,2,21699,29.17,2553,3.43,वंशलाल तामाङ,नेपाली काँग्रेस,masters,masters,सिन्धुपाल्चोक,सिन्धुपाल्चोक चौतारा साँगाचोकगढी नगरपालिका पौवा,
339633,प्रकाश गौतम,पुरुष,37,2045-07-04,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,मकवानपुर,1,36033,39.72,21995,24.24,महालक्ष्मी उपाध्याय(डिना),नेपाली काँग्रेस,स्नातक,Bachelor,काभ्रेपलाञ्चोक,मकवानपुर हेटौडा उपमहानगरपालिका कुमलटार,त्रिभुवन विश्वविद्यालय
339629,प्रशान्त उप्रेती,पुरुष,25,2057-02-10,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,मकवानपुर,2,30050,35.1,11204,13.09,महेश कुमार वर्तौला,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),स्‍नातक,Bachelor,मकवानपुर,मकवानपुर मनहरी गाउँपालिका ,नेपाल पर्यटन तथा होटन व्यवस्थापन प्रतिष्ठान
341241,हरि ढकाल,पुरुष,42,2040-04-02,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,चितवन,1,58208,63.34,45175,49.16,राजेन्द्र प्रसाद वुर्लाकोटी,नेपाली काँग्रेस,स्नातक,Bachelor,चितवन,चितवन रत्ननगर नगरपालिका माधवपुर,रत्नराज्य लक्ष्मि क्याम्पस
340990,रवि लामिछाने,पुरुष,50,2032-05-28,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,चितवन,2,54402,64.59,39838,47.3,मिना कुमारी खरेल,नेपाली काँग्रेस,प्रमाणपत्र तह,Certificate Level,काठमाडौं,काठमाडौं काठमाडौँ महानगरपालिका ,रत्न राज्य लक्ष्मी क्याम्पस
341145,सोविता गौतम,महिला,30,2052-03-03,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,बागमती प्रदेश,चितवन,3,59277,61.33,38662,40.0,रेणु दाहाल,नेपाली कम्युनिष्ट पार्टी,स्नातकोत्तर (कानून),स्नातकोत्तर (कानून),दोलखा,चितवन भरतपुर महानगरपालिका ,
340913,सुधन गुरुङ,पुरुष,38,2044-03-25,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,गण्डकी प्रदेश,गोरखा,1,29896,48.7,14498,23.62,प्रेम कुमार खत्री,नेपाली काँग्रेस,,Unknown,गोरखा,गोरखा चुमनुव्री गाउँपालिका सिर्दिबास,
339991,कविन्द्र बुर्लाकोटी,पुरुष,46,2036-08-20,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,गण्डकी प्रदेश,गोरखा,2,26660,49.24,14960,27.63,प्रकाश चन्‍द्र दवाडी,नेपाली काँग्रेस,,Unknown,गोरखा,गोरखा पालुङटार नगरपालिका पिपल्टारी,
339862,टेक बहादुर गुरुङ,पुरुष,71,2011-08-11,नेपाली काँग्रेस,रुख,False,गण्डकी प्रदेश,मनाङ,1,2415,83.91,1961,68.14,यशोदा गुरुङ (सुवेदी),नेपाली कम्युनिष्ट पार्टी,slc,SLC,काठमाडौं,मनाङ मनाङ ङिस्याङ गाउँपालिका टंकी,"आनन्दकुटी विद्यापिठ, स्वयम्भु"
339858,धर्म राज के.सी,पुरुष,45,2037-08-18,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,गण्डकी प्रदेश,लमजुङ,1,33898,46.43,17022,23.31,पृथ्‍वी सुव्वा गुरुङ,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),स्नातकोत्तर,Masters,लमजुङ,लमजुङ सुन्दरबजार नगरपालिका ,आजु विश्वविद्यालय द.कोरिया
339553,खडक राज पौडेल,पुरुष,46,2036-06-16,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,गण्डकी प्रदेश,कास्की,1,39883,59.16,28669,42.53,तिलक बहादुर रानाभाट,नेपाली काँग्रेस,,Unknown,कास्की,कास्की पोखरा महानगरपालिका रामेश्‍वरी,
339683,उत्तम प्रसाद पौडेल,पुरुष,43,2038-11-28,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,गण्डकी प्रदेश,कास्की,2,31911,62.97,24418,48.19,रश्‍मि आचार्य,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),स्नातक रनिङ,स्नातक रनिङ,कास्की,कास्की रूपा गाउँपालिका ,
339651,बिना गुरुङ्ग,महिला,53,2029-10-13,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,गण्डकी प्रदेश,कास्की,3,37750,60.26,24970,39.86,मनोज गुरुङ्ग,नेपाली काँग्रेस,+2,Plus 2 / Higher Secondary,पर्वत,कास्की पोखरा महानगरपालिका जागर्तीमार्ग,Prithivi Narayan Campus
340905,स्वर्णिम वाग्ले,पुरुष,51,2031-02-16,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,गण्डकी प्रदेश,तनहुँ,1,38040,58.15,21809,33.34,गोविन्द भट्टराई,नेपाली काँग्रेस,phd,phd,काठमाडौं,गोरखा शहिद लखन गाउँपालिका बुङ्गकोट,अष्ट्रेलियन नेशनल युनिभर्सिटी
341124,श्रीराम न्यौपाने,पुरुष,56,2026-03-21,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,गण्डकी प्रदेश,तनहुँ,2,32687,52.23,18552,29.65,शंकर भण्डारी,नेपाली काँग्रेस,जलस्रोत ईन्जिनियरिङमा डिग्री,जलस्रोत ईन्जिनियरिङमा डिग्री,तनहुँ,तनहुँ भानु नगरपालिका ,"पुल्चोक क्याम्पस, इ.अ.सं., त्रि.वि.वि."
339751,धनन्जय रेग्मी,पुरुष,50,2032-01-23,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,गण्डकी प्रदेश,स्याङजा,1,29071,42.73,10214,15.01,भरत राज ढकाल,नेपाली काँग्रेस,PHD ,PHD,स्याङजा,स्याङजा पुतलीबजार नगरपालिका ढाडे,Hokkaido University japal 
341404,झवि लाल डुम्रे,पुरुष,33,2049-04-05,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,गण्डकी प्रदेश,स्याङजा,2,25354,40.72,4524,7.27,भागवत प्रकाश मल्ल,नेपाली काँग्रेस,Masters,Masters,स्याङजा,स्याङजा वालिङ नगरपालिका ,T.U.
340220,राजन गौतम,पुरुष,39,2043-06-13,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),1,50945,62.46,34652,42.49,बाल कृष्ण घिमिरे,नेपाली काँग्रेस,,Unknown,नवलपरासी (बर्दघाट सुस्ता पूर्व),नवलपरासी (बर्दघाट सुस्ता पूर्व) देवचुली नगरपालिका कुमारवर्ती टोल,
340347,मनिष खनाल,पुरुष,26,2056-03-11,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,41347,54.24,25592,33.57,तिल बहादुर महत क्षेत्री,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),स्तानतक ,स्तानतक,नवलपरासी (बर्दघाट सुस्ता पूर्व),नवलपरासी (बर्दघाट सुस्ता पूर्व) मध्यविन्दु नगरपालिका ,नेपाल ल क्याम्पस
342128,योगेश गौचन  थकाली,पुरुष,32,2050-01-27,नेपाली काँग्रेस,रुख,False,गण्डकी प्रदेश,मुस्ताङ,1,3307,52.65,1501,23.9,इन्द्र धारा डादु विष्ट,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),स्‍नाकोत्तर,स्‍नाकोत्तर,मुस्ताङ,मुस्ताङ थासाङ गाउँपालिका कालोपानी,Alliance university
339417,महावीर पुन,पुरुष,71,2011-10-05,स्वतन्त्र,त्रिभुज,True,गण्डकी प्रदेश,म्याग्दी,1,22850,52.94,14931,34.59,हरीकृष्ण श्रेष्ठ,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),Master Degree,Master Degree,चितवन,चितवन राप्ती नगरपालिका खुरखरे,"युनिभर्सिटी अफ नेब्रास्का कर्नी, अमेरिका"
339959,सुशील खड्का,पुरुष,39,2042-12-01,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,गण्डकी प्रदेश,बाग्लुङ,1,20927,44.47,8983,19.09,भिम बहादुर श्रीस राना,नेपाली काँग्रेस,स्नाकोत्तर,स्नाकोत्तर,बाग्लुङ,बाग्लुङ बागलुङ नगरपालिका गुठी,Vanderbilt University USA
342039,सोम शर्मा,पुरुष,34,2048-09-29,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,गण्डकी प्रदेश,बाग्लुङ,2,12647,28.34,779,1.75,टेक राज पौडेल,नेपाली काँग्रेस,स्नातक,Bachelor,बाग्लुङ,बाग्लुङ बागलुङ नगरपालिका रातमाटा,
341279,सागर भुसाल,पुरुष,44,2038-04-29,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,गण्डकी प्रदेश,पर्वत,1,26561,42.02,10607,16.78,अर्जुन प्रसाद जोशी,नेपाली काँग्रेस,SLC,SLC,पर्वत,पर्वत फलेवास नगरपालिका भुसालचौर,भवानी विद्यापिठ मा.वि. फलेवास
341377,सागर ढकाल,पुरुष,34,2048-03-28,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,गुल्मी,1,29642,47.14,14461,23.0,प्रदिप कुमार ज्ञवाली,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),MSC,MSC,रूपन्देही,गुल्मी सत्यवती गाउँपालिका पिपलनेटा,Oxford University UK
341282,गोविन्द पन्थी,पुरुष,51,2031-11-16,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,गुल्मी,2,16967,32.66,561,1.08,गोकर्ण राज विष्‍ट,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),MPA/BL,MPA/BL,गुल्मी,काठमाडौं काठमाडौँ महानगरपालिका ,T.U
341027,सन्दीप राना,पुरुष,38,2044-02-20,नेपाली काँग्रेस,रुख,False,लुम्बिनी प्रदेश,पाल्पा,1,18336,35.38,1517,2.93,नारायण प्रसाद आचार्य,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),,Unknown,पाल्पा,पाल्पा रामपुर नगरपालिका गिजिनडाँडा,
341329,माधव बहादुर थापा,पुरुष,45,2037-07-04,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,पाल्पा,2,26736,45.99,13744,23.64,हिमाल दत्त श्रेष्ठ,नेपाली काँग्रेस,Bcahelor Of Medicine,Bcahelor Of Medicine,रूपन्देही,रूपन्देही बुटवल उपमहानगरपालिका ,
339640,हरी प्रसाद भुसाल,पुरुष,37,2045-07-24,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,अर्घाखाँची,1,35023,42.04,12374,14.85,पिताम्वर भुसाल,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),स्‍नातक,Bachelor,अर्घाखाँची,अर्घाखाँची सन्धिखर्क नगरपालिका ,त्रि.वि
340189,सुनिल लम्साल,पुरुष,35,2047-06-18,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,रूपन्देही,1,54845,59.61,42863,46.59,हिरा बहादुर खत्री,नेपाली काँग्रेस,विद्यावारिधि (पढ्दै),विद्यावारिधि (पढ्दै),रूपन्देही,रूपन्देही तिलोत्तमा नगरपालिका भलवारी,काठमाण्डाैं विश्वविद्यालय
341184,सुलभ खरेल,पुरुष,28,2054-05-27,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,रूपन्देही,2,56550,67.31,43689,52.0,विष्‍णु प्रसाद पौडेल,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),स्नाकोत्तर,स्नाकोत्तर,रूपन्देही,रूपन्देही बुटवल उपमहानगरपालिका ,
339605,डा. लेखजंग थापा,पुरुष,48,2034-05-01,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,रूपन्देही,3,58814,65.78,50379,56.34,सुशील गुरुङ्ग,नेपाली काँग्रेस,D.M.,D.M.,रूपन्देही,रूपन्देही सिद्धार्थनगर नगरपालिका अंचलपुर,काठमाण्डु विश्वविद्यालय
342471,कन्हैया बनिया,पुरुष,36,2046-06-08,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,रूपन्देही,4,28066,38.96,7804,10.83,प्रमोद कुमार यादव,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),स्नातकोत्तर,Masters,रूपन्देही,रूपन्देही मर्चवारी गाउँपालिका रायपुर,त्रिभुवन विश्वविद्यालय
341416,तौफिक अहमद खान,पुरुष,38,2044-06-15,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,रूपन्देही,5,38806,49.23,25706,32.61,खिम लाल भट्टराई,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),MBA,MBA,रूपन्देही,रूपन्देही सिद्धार्थनगर नगरपालिका वेलहिया,
341902,मोहन लाल आचार्य,पुरुष,53,2029-06-08,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,कपिलबस्तु,1,34148,40.1,18288,21.47,आशिष शर्मा,स्वतन्त्र,स्नोकोत्तर,स्नोकोत्तर,कपिलबस्तु,ललितपुर ललितपुर महानगरपालिका ,टि.यु.
341561,विक्रम थापा,पुरुष,63,2018-12-06,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,कपिलबस्तु,2,27635,34.51,6108,7.63,सुरेन्द्र राज आचार्य,नेपाली काँग्रेस,वि.एस.सी.,वि.एस.सी.,गुल्मी,कपिलबस्तु महाराजगंज नगरपालिका ,भारत
341266,अभिषेक प्रताप शाह,पुरुष,43,2039-06-19,नेपाली काँग्रेस,रुख,False,लुम्बिनी प्रदेश,कपिलबस्तु,3,23535,34.02,4645,6.71,प्रकाश रजौरिया,राष्ट्रिय स्वतन्त्र पार्टी,,Unknown,कपिलबस्तु,कपिलबस्तु कृष्णनगर नगरपालिका कृष्णनगर,
340050,पुष्प कमल दाहाल प्रचण्ड,पुरुष,70,2012-08-26,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,False,लुम्बिनी प्रदेश,रुकुम (पूर्वी भाग),1,10240,56.12,6778,37.15,लिलामणी गौतम,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),वि.एस्सी. (एजी),वि.एस्सी. (एजी),चितवन,चितवन भरतपुर महानगरपालिका भरतपुर,त्रि.वि.
339842,बर्षमान पुन,पुरुष,54,2028-02-18,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,False,लुम्बिनी प्रदेश,रोल्पा,1,27460,41.84,15452,23.54,सुदन कुमार वली,नेपाली काँग्रेस,स्नातक,Bachelor,रोल्पा,रोल्पा रोल्पा नगरपालिका माडिचौर,
340722,सुशान्त वैदिक,पुरुष,31,2051-02-18,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,प्यूठान,1,27469,33.85,9131,11.25,डा .गोविन्द राज पोखरेल,नेपाली काँग्रेस,स्नातकोत्तर,Masters,प्यूठान,प्यूठान प्यूठान नगरपालिका डुम्रीगाउँ,
342029,देवराज पाठक,पुरुष,60,2022-11-13,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,दाङ,1,42602,55.77,27322,35.77,योगेन्द्र चौधरी,नेपाली काँग्रेस,एम.ए.,एम.ए.,दाङ,दाङ गढवा गाउँपालिका प्रगतीनगर,
340655,विपिन कुमार आचार्य,पुरुष,39,2043-10-29,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,दाङ,2,43559,54.83,28272,35.59,शंकर पोख्रेल,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),Masters,Masters,दाङ,दाङ तुल्सीपुर उपमहानगरपालिका ,
339501,कमल सुबेदी,पुरुष,38,2043-12-28,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,दाङ,3,44248,52.15,27795,32.76,दिपक गिरी,नेपाली काँग्रेस,एम.ए. (राजनितिशास्त्र),एम.ए. (राजनितिशास्त्र),बर्दिया,दाङ दंगीशरण गाउँपालिका ,त्रिभुवन विश्वविद्यालय
341907,सुरेश कुमार चौधरी,पुरुष,56,2026-06-16,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,बाँके,1,32792,46.25,17491,24.67,नारायण प्रसाद गौडेल,नेपाली काँग्रेस,,Unknown,बाँके,बाँके कोहलपुर नगरपालिका आनन्द नगर,
340037,मोहम्मद इश्तियाक राई,पुरुष,46,2036-07-16,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,False,लुम्बिनी प्रदेश,बाँके,2,24628,36.92,5946,8.91,विवेक कुमार श्रेष्ठ,राष्ट्रिय स्वतन्त्र पार्टी,एम ए,एम ए,बाँके,बाँके नेपालगञ्ज उपमहानगरपालिका ,लार्ड बुद्ध डिग्री कलेज भारत
339589,खगेन्द्र सुनार,पुरुष,35,2047-02-02,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,बाँके,3,29551,42.06,9936,14.14,सुमन मल्ल,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),PCL(+2),PCL(+2),दैलेख,दैलेख नारायण नगरपालिका ,
340825,ठाकुर सिंह थारु,पुरुष,51,2031-05-14,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,बर्दिया,1,49631,51.37,34988,36.22,सालीक राम अधिकारी,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),,Unknown,बर्दिया,बर्दिया बढैयाताल गाउँपालिका बढैया,
342516,श्रीधर पोख्रेल,पुरुष,53,2029-01-05,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,बर्दिया,2,29678,33.68,9276,10.53,किशोर सिह राठोर,नेपाली काँग्रेस,,Unknown,बर्दिया,बर्दिया ठाकुरबाबा नगरपालिका ,
340029,विक्रम खनाल,पुरुष,55,2027-02-24,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,45241,58.69,35739,46.36,विनोद कुमार चौधरी,नेपाली काँग्रेस,स्नातक,Bachelor,नवलपरासी (बर्दघाट सुस्ता पश्चिम),नवलपरासी (बर्दघाट सुस्ता पश्चिम) बर्दघाट नगरपालिका भुताहा,त्रिभुवन विश्वविद्यालय
340191,नरेन्द्र कुमार गुप्‍ता,पुरुष,51,2031-06-18,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,लुम्बिनी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,44138,52.89,28193,33.78,भीम बहादुर थापा क्षेत्री,नेपाली काँग्रेस,स्नातक,Bachelor,नवलपरासी (बर्दघाट सुस्ता पश्चिम),नवलपरासी (बर्दघाट सुस्ता पश्चिम) रामग्राम नगरपालिका दुर्गाटोल,त्रिभुवन विश्वविद्यालय
340418,रमेश कुमार मल्ल,पुरुष,47,2035-10-28,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,False,कर्णाली प्रदेश,सल्यान,1,23189,29.09,2285,2.87,ललित कुमार चन्द,राष्ट्रिय स्वतन्त्र पार्टी,स्‍नातकोत्तर,स्‍नातकोत्तर,सल्यान,सल्यान कुमाख गाउँपालिका खरखरेना,
339703,धन बहादुर बुढा,पुरुष,51,2031-11-07,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,False,कर्णाली प्रदेश,डोल्पा,1,6802,43.87,1406,9.07,लंक बहादुर रोकाया,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),SLC,SLC,डोल्पा,डोल्पा काईके गाउँपालिका शहरतारा,SLC
341556,खड्ग शाही,पुरुष,58,2024-05-06,नेपाली काँग्रेस,रुख,False,कर्णाली प्रदेश,मुगु,1,7914,37.29,1196,5.63,पूर्ण बहादुर रोकाया,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),+2 pass,+2 pass,मुगु,मुगु खत्याड गाउँपालिका ,bishnu mavi kathmandu
341535,ज्ञान बहादुर शाही,पुरुष,34,2048-10-24,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,False,कर्णाली प्रदेश,जुम्ला,1,14816,37.82,3181,8.12,नरेश भण्‍डारी,नेपाली कम्युनिष्ट पार्टी,,Unknown,जुम्ला,जुम्ला सिंजा गाउँपालिका ,
